StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q75,GENDER,EDU,RACE,RACE_7_TEXT,AGE_CAT,SOCIAL_1,SOCIAL_2,SOCIAL_3,SOCIAL_4,KNOW_EDU,KNOW_HELP,AI,FOLLOW,IDEO_1,PARTY7,PPID_1,PPID_2,PPID_3,PPID_4,CHECK,CHECK_6_TEXT,BEN_3_1,BEN_3_2,BEN_3_3,IMM_3_1,IMM_3_2,IMM_3_3,TRUMP_ECON_3_1,TRUMP_ECON_3_2,TRUMP_ECON_3_3,FAIR,BIASED,TRUST,AGREE,CIVIL_FAIR,CIVIL_BIASED,CIVIL_TRUST,CIVIL_AGREE,FACTS_FAIR,FACTS_BIASED,FACTS_TRUST,FACTS_AGREE,DEC_FAIR,DEC_BIASED,DEC_TRUST,DEC_AGREE,IMM_AGREE,IMM_QUALITY,IMM_CRED,IMM_BIASED,BEN_AGREE,BEN_QUALITY,BEN_CRED,BEN_BIASED,TE_AGREE,TE_QUALITY,TE_CRED,TE_BIASED,OPEN,AGE,RELIGION,RELIGION_11_TEXT,BORN_AGAIN,INCOME,condition,pro,pid,psid,screen,caps_person_mod,lc_moderator,caps_moderator,lc_trained,lc_person,lc_journo,lc_journo_verb,lc_person_pronoun,lc_no_artilce,lc_analysis,lc_person_pronoun_no_article,lc_write_gen,lc_write_gen_post,lc_this_person,lc_wrote_gen_post,lc_generating,lc_this_mod,party,own_imm_lib,own_ben_lib,own_trump_lib,imm_lib,ben_lib,trump_lib
11/28/2019 10:36,11/28/2019 10:48,0,23.88.120.154,100,699,1,11/28/2019 10:48,R_3OieLAWioQ60zW5,,,,,25.78059387,-80.18260193,anonymous,EN,1,2,6,5,,5,2,4,1,2,3,3,11,7,7,6,6,6,6,1,2,,13,13,1,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,55,2,,2,25,1,0,1503461637,KS_G9QDMwM2ssL4_ILiS6Q**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,13,9,13,1,1,1
11/28/2019 10:39,11/28/2019 10:50,0,107.77.237.218,100,692,1,11/28/2019 10:50,R_27NlDxMrevnebR0,,,,,33.74850464,-84.38710022,anonymous,EN,1,1,6,6,,6,4,4,1,2,5,4,"1,2,3,4,7,8,9,10",4,8,6,6,3,6,5,2,,8,10,3,8,5,9,10,12,12,6,5,4,5,6,6,5,6,3,5,4,5,3,3,2,4,3,4,4,4,2,3,2,3,2,2,2,2,,78,1,,1,17,3,0,1316819173,KS_G9QDMwM3VFv07U0Zz8g**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Republican,7.333333333,7,11.33333333,1,1,1
11/28/2019 10:48,11/28/2019 10:51,0,99.120.230.28,100,222,1,11/28/2019 10:51,R_2v6718J37gWUKBi,,,,,42.45930481,-83.22070313,anonymous,EN,1,1,5,5,,5,5,4,3,4,3,2,"1,2,3",7,1,1,5,4,4,3,2,,11,10,11,7,9,10,12,13,13,4,7,4,7,4,1,4,1,4,1,4,7,6,2,5,7,4,1,4,4,1,1,1,4,4,1,4,7,,55,1,,2,19,1,1,1502066856,KS_G9QDMwM1S9A8V86kEbw**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,8.666666667,10.66666667,12.66666667,0,0,0
11/28/2019 10:42,11/28/2019 10:53,0,24.41.253.76,100,646,1,11/28/2019 10:53,R_XpKqDcMGxApuZkR,,,,,18.46859741,-66.10569763,anonymous,EN,1,1,7,5,,6,1,1,1,4,1,3,"1,2,4,6,7,8,9,10",21,3,3,3,2,4,2,2,,2,2,1,1,3,1,1,2,1,6,4,4,5,6,6,5,6,5,5,5,5,5,5,5,5,2,1,2,2,2,2,2,2,3,3,3,3,,67,2,,2,26,1,0,1501710024,KS_G9QDMwM1k0JQ2p_IkRQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,1.666666667,1.666666667,1.333333333,0,0,0
11/28/2019 10:49,11/28/2019 10:54,0,24.242.116.158,100,282,1,11/28/2019 10:54,R_22tpX7CbdAYCRrK,,,,,31.83779907,-106.538002,anonymous,EN,1,2,5,5,,2,5,5,5,5,3,3,11,21,8,4,4,4,4,4,6,,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,28,12,,,1,2,0,1632829011,KS_G9QDMwM2GV1DrjOHcTA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,7,7,7,1,1,1
11/28/2019 10:22,11/28/2019 10:54,0,69.207.212.146,100,1941,1,11/28/2019 10:54,R_1JXSLJzKoBJHylf,,,,,42.46170044,-75.05339813,anonymous,EN,1,2,4,5,,5,3,5,2,3,5,2,"1,8,9,10",4,5,4,6,6,5,5,2,,4,2,2,11,11,8,3,5,2,5,6,5,6,6,7,6,5,6,6,6,5,6,5,6,6,5,4,6,6,2,4,5,6,6,6,5,7,,57,2,,2,15,1,0,1502772913,KS_G9QDMwM2csXbgo6s24w**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,independent,10,2.666666667,3.333333333,1,0,0
11/28/2019 10:29,11/28/2019 10:57,0,70.23.100.93,100,1649,1,11/28/2019 10:57,R_3dFXq6rchH4fTM6,,,,,40.83430481,-73.92350006,anonymous,EN,1,1,3,5,,2,3,4,1,3,5,2,11,7,0,1,6,6,6,4,2,,3,3,3,7,7,7,1,1,1,4,5,4,4,4,1,1,1,4,4,4,4,3,4,5,4,4,4,4,7,7,7,7,7,6,6,7,7,,34,13,,2,8,2,1,1573168663,KS_G9QDMwM3ZAznbks8bCQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,7,3,1,1,1,1
11/28/2019 10:37,11/28/2019 10:58,0,162.206.161.159,100,1264,1,11/28/2019 10:59,R_24Nt3XRAIxSUdGO,,,,,41.3881073,-81.43810272,anonymous,EN,1,2,6,5,,3,3,4,4,3,5,3,"1,2,7,8,9,10",20,3,1,6,6,6,4,2,,10,5,3,4,9,4,4,3,3,5,4,4,5,5,4,4,6,4,4,4,4,4,4,3,4,5,4,4,5,6,5,5,5,5,5,6,5,,43,2,,2,23,1,1,1502772762,KS_G9QDMwM2YX516Z8rDJg**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,5.666666667,6,3.333333333,1,1,1
11/28/2019 10:46,11/28/2019 10:59,0,173.185.46.13,100,766,1,11/28/2019 10:59,R_1HntGSP6tsUyrcX,,,,,33.40849304,-94.18190002,anonymous,EN,1,2,6,5,,4,3,4,2,3,5,3,"1,3,7,9",7,4,3,3,2,3,2,2,,6,2,5,4,3,3,4,4,1,6,6,5,5,6,7,5,5,2,4,5,4,4,3,6,4,1,1,1,1,2,2,2,1,1,1,2,2,,46,13,,1,17,2,0,1659475591,KS_G9QDMwM0nTN3N7fM-9g**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,3.333333333,4.333333333,3,0,0,0
11/28/2019 10:56,11/28/2019 11:02,0,66.24.85.22,100,384,1,11/28/2019 11:02,R_BKAYYdr1WDWWNzP,,,,,42.07550049,-76.0089035,anonymous,EN,1,2,7,6,,3,3,4,4,4,5,2,11,21,3,1,7,7,7,7,2,,4,5,1,1,3,1,1,2,1,7,6,6,6,7,7,6,7,6,6,6,7,5,5,6,5,1,1,1,1,3,2,2,1,3,2,2,1,,35,5,,,23,2,0,1253221504,KS_G9QDMwM2Vv8Wrc58oPA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1.666666667,3.333333333,1.333333333,0,0,0
11/28/2019 10:59,11/28/2019 11:05,0,173.170.217.17,100,405,1,11/28/2019 11:05,R_2QsQTrNpciRDVL8,,,,,28.47970581,-82.55619812,anonymous,EN,1,2,3,6,,5,3,3,2,4,5,3,"1,2,7,8,10",7,10,7,7,7,7,7,2,,7,6,4,5,8,9,2,10,13,5,5,4,5,4,5,5,6,3,5,5,4,2,2,3,3,6,4,3,4,3,4,3,4,6,5,6,3,,64,1,,1,11,3,1,1613775586,KS_G9QDMwM19cyHT5dvyNw**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Republican,7.333333333,5.666666667,8.333333333,0,1,0
11/28/2019 10:58,11/28/2019 11:06,0,73.72.10.218,100,497,1,11/28/2019 11:06,R_3WQkCUAtPVML5Ul,,,,,41.55859375,-87.50189972,anonymous,EN,1,1,4,5,,4,3,3,2,3,2,4,"1,2,4,5,6,7,8,9,10",20,1,1,7,5,6,5,2,,2,3,2,2,5,1,2,1,3,5,6,6,7,6,6,6,7,4,6,5,6,6,6,5,5,7,2,6,6,6,5,6,6,6,3,6,6,,53,2,,2,16,1,1,1502067972,KS_G9QDMwM29WT13YbBdzA**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,2.666666667,2.333333333,2,1,1,1
11/28/2019 10:28,11/28/2019 11:07,0,100.11.254.250,100,2318,1,11/28/2019 11:07,R_RgDReHubqIILhT3,,,,,40.03779602,-75.06929779,anonymous,EN,1,2,3,5,,4,4,4,3,3,2,4,4,8,8,1,5,7,6,6,2,,9,7,10,11,11,10,10,8,11,5,3,5,5,6,2,3,5,5,4,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,6,6,5,,53,12,,,13,3,1,1502588604,KS_G9QDMwM0PlEG2Wqovxw**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,10.66666667,8.666666667,9.666666667,0,0,0
11/28/2019 11:00,11/28/2019 11:10,0,73.56.135.37,100,604,1,11/28/2019 11:10,R_28O1HLX7n4tIyoe,,,,,25.81530762,-80.35769653,anonymous,EN,1,2,6,5,,2,5,4,5,5,5,4,"1,2,4,5,6,7,8",21,10,7,7,7,7,7,2,,1,1,1,1,7,1,1,1,13,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,1,4,1,1,1,1,,33,1,,1,13,3,1,1561161712,KS_G9QDMwM0IMUaxcKJuUA**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Republican,3,1,5,1,1,1
11/28/2019 10:43,11/28/2019 11:12,0,108.199.174.6,100,1737,1,11/28/2019 11:12,R_3njf8KVvJcF4fYO,,,,,41.97200012,-87.75959778,anonymous,EN,1,1,6,5,,5,3,4,1,4,2,2,1,20,9,7,6,6,6,4,2,,5,6,3,3,7,3,1,2,9,4,7,4,5,4,7,4,5,4,7,4,5,7,7,4,5,4,4,4,7,6,6,6,7,3,3,3,4,,58,2,,2,17,3,0,1468621773,KS_G9QDMwM3L0I6_nB_fDQ**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Republican,4.333333333,4.666666667,4,0,0,0
11/28/2019 11:11,11/28/2019 11:16,0,108.185.26.152,100,260,1,11/28/2019 11:16,R_2ZOzIXSmmdmLipc,,,,,34.41329956,-118.0917053,anonymous,EN,1,2,4,4,,3,5,4,5,5,1,3,1,21,10,2,5,7,6,6,2,,11,12,13,13,12,13,12,12,13,7,4,7,7,4,4,7,7,5,5,7,1,4,4,7,4,4,4,7,2,7,4,4,7,7,1,4,7,,32,2,,1,7,2,1,1503066913,KS_G9QDMwM1axQqwlWONQw**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,12.66666667,12,12.33333333,0,0,0
11/28/2019 11:06,11/28/2019 11:17,0,50.53.61.217,100,664,1,11/28/2019 11:17,R_2EtyFReqc5oDUQY,,,,,45.54960632,-122.8292999,anonymous,EN,1,1,7,6,,3,3,5,3,4,1,3,"1,2,3,4,5",8,8,1,5,7,6,5,2,,10,9,12,12,2,12,11,10,12,3,2,6,6,5,3,6,6,3,2,5,5,1,2,6,5,5,6,7,2,5,6,5,2,7,7,5,2,,39,2,,2,12,1,1,1519723982,KS_G9QDMwM2YEOeZesY9_A**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,8.666666667,10.33333333,11,0,0,0
11/28/2019 10:59,11/28/2019 11:18,0,73.39.149.226,100,1109,1,11/28/2019 11:18,R_sZjWvjrL6sd5P5T,,,,,39.42340088,-76.77619934,anonymous,EN,1,1,7,6,,6,3,3,2,3,5,3,"8,10",20,4,2,4,4,4,3,2,,5,6,3,6,7,3,7,7,9,5,6,6,6,6,6,6,6,4,4,4,5,2,2,3,2,5,5,5,5,5,5,5,4,4,5,4,3,,72,5,,,13,2,1,1509063356,KS_G9QDMwM28BrRJIclsIA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,5.333333333,4.666666667,7.666666667,1,1,0
11/28/2019 11:15,11/28/2019 11:21,0,24.5.248.206,100,351,1,11/28/2019 11:21,R_6LkZjT8pNJu5rO1,,,,,37.68640137,-121.7653961,anonymous,EN,1,1,6,5,,,1,3,4,4,5,2,"1,2,7,8",21,9,7,5,5,6,2,2,,13,1,1,1,1,11,2,1,12,6,5,7,6,6,5,6,6,6,7,6,3,5,4,4,4,7,6,7,7,5,6,5,7,3,5,6,4,,77,13,,2,27,1,0,1611461618,KS_G9QDMwM2XOYBtSjLrig**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,4.333333333,5,5,0,0,0
11/28/2019 11:03,11/28/2019 11:21,0,108.52.56.92,100,1073,1,11/28/2019 11:21,R_3M4mnihdVrsSKi9,,,,,40.38000488,-75.27179718,anonymous,EN,1,1,7,5,,6,3,3,3,4,5,3,"1,2,3,5,6,7,8,9,10",21,1,3,6,4,6,7,2,,1,1,1,1,6,1,6,7,7,7,7,7,7,7,7,7,7,4,5,4,7,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,,73,2,,2,11,2,0,1502133342,KS_G9QDMwM2-onL6U-5liQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,2.666666667,1,6.666666667,0,0,0
11/28/2019 11:17,11/28/2019 11:25,0,65.206.95.34,100,432,1,11/28/2019 11:25,R_8BVZesrGWwUytFf,,,,,40.7098999,-73.95909882,anonymous,EN,1,2,6,5,,2,5,5,5,5,5,3,1,1,0,6,4,4,4,4,2,,7,7,7,7,7,7,4,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,26,13,,2,13,2,0,1628485748,KS_G9QDMwM17xpF0e9sCaw**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Republican,7,7,6,0,0,0
11/28/2019 11:24,11/28/2019 11:27,0,71.225.63.56,100,231,1,11/28/2019 11:27,R_3Rsdq4kntLX53dB,,,,,40.05580139,-75.07730103,anonymous,EN,1,2,5,4,,1,4,3,2,4,"2,3",2,"4,6",4,8,3,4,6,2,4,2,,9,5,12,7,10,5,5,12,8,2,5,2,3,3,1,4,3,3,2,1,6,5,6,4,7,4,5,6,7,5,6,4,7,4,2,5,7,,21,2,,1,19,3,1,1595636801,KS_G9QDMwM1kxQrMnBcU6w**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,7.333333333,8.666666667,8.333333333,0,0,0
11/28/2019 11:24,11/28/2019 11:29,0,198.72.147.115,100,265,1,11/28/2019 11:29,R_9NCJpVosvMGXgrf,,,,,33.66470337,-117.966301,anonymous,EN,1,1,7,5,,4,5,5,5,5,5,3,"1,3,8,9,10",21,1,1,7,6,7,7,2,,3,2,2,2,4,1,1,1,1,7,7,7,7,7,7,7,7,7,5,6,5,7,7,7,7,1,1,1,1,1,3,2,1,4,4,4,4,,53,2,,2,23,2,0,1502453249,KS_G9QDMwM3QQ3zhiszu0A**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,2.333333333,2.333333333,1,0,0,0
11/28/2019 11:26,11/28/2019 11:30,0,72.218.92.5,100,270,1,11/28/2019 11:30,R_305LHnanWq0C195,,,,,36.7322998,-76.03630066,anonymous,EN,1,1,6,3,,5,3,4,5,4,1,2,"3,4,5",20,9,7,7,5,6,6,2,,2,4,1,12,11,13,11,12,13,4,4,4,4,5,5,6,6,5,3,3,3,4,5,6,4,6,5,4,6,7,5,6,6,5,4,6,5,,55,2,,2,23,3,0,1504439326,KS_G9QDMwM1767AiGGUrEg**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Republican,12,2.333333333,12,1,0,1
11/28/2019 11:29,11/28/2019 11:34,0,98.197.84.133,100,317,1,11/28/2019 11:34,R_2lT34YBJsjV0kut,,,,,29.56559753,-95.27469635,anonymous,EN,1,2,4,5,,4,4,4,3,3,5,4,"2,4",7,3,4,5,6,5,6,2,,6,4,3,12,11,3,9,3,11,4,3,3,3,6,2,6,3,4,3,2,4,6,4,3,4,3,5,4,5,5,4,5,4,6,4,4,3,,48,13,,1,22,2,0,1373524446,KS_G9QDMwM2TGLc49VcpuQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,8.666666667,4.333333333,7.666666667,1,0,1
11/28/2019 11:26,11/28/2019 11:35,0,75.18.116.153,100,545,1,11/28/2019 11:35,R_skc0SCLRV0tk89z,,,,,25.66389465,-80.43720245,anonymous,EN,1,2,7,7,American,5,4,4,3,4,5,4,"1,2,7,8,9,10",20,7,4,5,4,5,1,2,,10,7,7,13,13,12,11,12,13,7,7,6,6,6,6,6,6,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,3,2,2,2,,59,3,,2,20,2,1,1505108254,KS_G9QDMwM3JAVQNiABzhw**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,12.66666667,8,12,0,0,0
11/28/2019 11:31,11/28/2019 11:38,0,173.175.158.85,100,420,1,11/28/2019 11:38,R_1jNUGrzA4p4jxit,,,,,31.78990173,-106.365799,anonymous,EN,1,1,3,5,,2,1,3,1,1,5,2,"1,2,7,8,10",6,7,3,5,4,4,1,2,,4,11,3,7,5,7,6,7,4,4,5,3,4,3,4,4,4,5,4,4,4,3,5,5,4,4,2,4,2,6,5,4,3,6,4,4,3,,25,2,,2,16,2,0,1504664981,KS_G9QDMwM3d7QjWfsOZBA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,6.333333333,6,5.666666667,0,0,0
11/28/2019 11:29,11/28/2019 11:38,0,67.158.44.75,100,560,1,11/28/2019 11:38,R_32JWsTCutreUVSG,,,,,44.67430115,-103.8451004,anonymous,EN,1,2,7,7,se european,5,2,4,4,3,4,3,11,7,5,2,4,4,7,1,2,,8,12,1,13,13,13,1,1,1,4,4,3,4,4,2,2,4,1,1,1,1,3,2,2,2,4,3,3,2,6,4,3,3,2,3,3,2,,59,2,,2,5,1,0,1530520399,KS_G9QDMwM3DnKUeuUF_KQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,13,7,1,1,0,0
11/28/2019 11:24,11/28/2019 11:39,0,73.34.70.68,100,861,1,11/28/2019 11:39,R_2D0wtuoHFqrVQ8I,,,,,38.28729248,-104.6210022,anonymous,EN,1,1,2,5,,6,3,4,2,3,5,3,"1,2,6,8,9,10",21,5,1,6,5,5,2,2,,1,1,13,13,13,13,1,13,9,4,1,4,7,7,1,7,7,4,4,4,7,7,1,7,7,7,7,7,4,7,7,7,1,4,4,7,1,,75,12,,,6,2,1,1666412203,KS_G9QDMwM1eqPiGVU2xdw**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,13,5,7.666666667,0,1,0
11/28/2019 11:31,11/28/2019 11:39,0,108.244.109.226,100,493,1,11/28/2019 11:39,R_1F8IbynpCgvA093,,,,,29.39590454,-98.47609711,anonymous,EN,1,1,3,5,,5,2,3,2,3,5,2,"1,2,7,8,9,10",21,3,3,3,4,4,3,2,,4,3,2,3,2,5,3,1,5,1,5,2,3,3,3,3,2,3,2,1,4,4,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,,59,2,,2,2,2,0,1527901878,KS_G9QDMwM0Ko_FQ0fNjrA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,3.333333333,3,3,0,0,0
11/28/2019 11:34,11/28/2019 11:41,0,184.158.43.177,100,413,1,11/28/2019 11:41,R_z0by0MRY1Qvocy5,,,,,43.48309326,-89.75099945,anonymous,EN,1,1,7,5,,4,5,5,5,4,5,2,"2,3,4,6",7,8,1,4,4,4,4,5,,6,7,5,9,13,6,1,1,1,4,4,1,1,1,1,1,1,4,3,3,3,1,4,1,1,1,4,3,5,5,4,4,4,7,1,7,1,,46,2,,2,12,3,0,1662755017,KS_G9QDMwM0dWy8VH8NI4A**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,9.333333333,6,1,1,0,0
11/28/2019 11:35,11/28/2019 11:42,0,100.33.111.246,100,443,1,11/28/2019 11:42,R_2upQPJIJEj1xYYv,,,,,40.9355011,-73.76029968,anonymous,EN,1,1,7,5,,5,2,2,2,2,1,2,11,7,5,4,4,4,4,4,2,,7,7,7,7,7,7,8,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,55,2,,2,28,1,1,1505767437,KS_G9QDMwM3DPiTg8NFFVw**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,independent,7,7,7.333333333,1,1,0
11/28/2019 11:41,11/28/2019 11:42,0,72.192.225.149,100,71,1,11/28/2019 11:42,R_z6lA6jaoiTwjE77,,,,,38.82629395,-77.21109772,anonymous,EN,1,1,3,5,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1503086450,KS_G9QDMwM0kliPNKi2ayQ**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2019 11:39,11/28/2019 11:46,0,73.245.144.240,100,417,1,11/28/2019 11:46,R_3FWmrxn2X55XlWq,,,,,26.61650085,-80.04440308,anonymous,EN,1,1,3,6,,5,4,4,4,4,5,3,"1,2,5,6,7,8,9",20,8,6,6,6,6,6,2,,4,3,2,6,8,5,1,1,1,4,5,4,3,4,4,4,5,4,4,3,5,4,3,4,5,5,4,4,4,3,4,4,3,1,6,6,3,,62,9,,,14,2,0,1131799843,KS_G9QDMwM29estdRq2B8Q**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Republican,6.333333333,3,1,0,0,0
